from,to
I went to the red light district in Amsterdam.,Šel sem v okrožje rdečih luči v Amsterdamu.
I love astrology.,Obožujem astrologijo.
I mopped the floor.,Obrisal sem tla.
"I found it challenging to confront my fears, recognizing my weakness in overcoming them.",Zdelo se mi je težko soočiti s svojimi strahovi in prepoznavati svojo šibkost pri njihovem premagovanju.
"There is nothing I can do, I just have to be patient.","Ničesar ne morem storiti, moram biti potrpežljiv."
I wanted to be just friends with benefits!,Želel sem biti samo prijatelj z ugodnostmi!
I had a logical mindset and it saved me a lot of time.,Imel sem logično miselnost in to mi je prihranilo veliko časa.
They are bad at hiding their emotions.,Slabo skrivajo svoja čustva.
I like talking about my problems.,Rad govorim o svojih težavah.
I was quite young when I became the CEO.,"Bil sem precej mlad, ko sem postal direktor."
I've always been playful and that's reflected in my relationships.,Vedno sem bila igriva in to se odraža v mojih odnosih.
I was preparing the party for a week.,Teden dni sem pripravljal zabavo.
I could never hurt a loved one.,Nikoli nisem mogel poškodovati ljubljene osebe.
I felt confident in my professional endeavors.,Počutil sem se prepričan v svoja poklicna prizadevanja.
I knew my looks captured everyone's attention.,"Vedela sem, da je moj videz pritegnil pozornost vseh."
I saved a lot of money so we can go to vacation together.,"Prihranil sem veliko denarja, da sva lahko skupaj odšla na dopust."
I have always known my worth and have never been afraid to show it.,Vedno sem poznal svojo vrednost in se nikoli nisem bal tega pokazati.
"I wish I could remember everyone's names, but there are just too many people I met yesterday.","Želim si, da bi se spomnila vseh imen, toda včeraj je preveč ljudi, ki sem jih srečal."
I remained silent during discussions or debates.,Med razpravi ali razpravi sem molčal.
"It was a new student, so I stood up for them.","Bil je nov študent, zato sem se zavzel za njih."
I often had to correct the mistakes done by my subordinates.,"Pogosto sem moral popraviti napake, ki so jih storili moji podrejeni."
They told me how I should behave myself and I listened to them.,"Povedali so mi, kako naj se obnašam in sem jih poslušal."
My friend has a more rational approach to financial matters and long-term planning.,Moj prijatelj ima bolj racionalen pristop k finančnim zadevam in dolgoročnemu načrtovanju.
I attended a swingers party two weeks ago and it was awesome.,Pred dvema tednoma sem se udeležil svingerske zabave in bilo je super.
I've never been afraid of anything and I don't plan to start now.,Nikoli se nisem bal ničesar in ne nameravam začeti zdaj.
"When I am angry, I cry.","Ko sem jezen, jokam."
I like to wear loose clothes.,Rad nosim ohlapna oblačila.
I went undercovers to help the community.,"Šel sem na tajno, da bi pomagal skupnosti."
"I would have asked them to come, but I had a feeling they wouldn't appreciate it.","Prosil bi jih, naj pridejo, vendar sem imel občutek, da tega ne bodo cenili."
I challenged them to shotgun the whole can of beer.,"Izzival sem jih, naj streljajo celotno pločevinko piva."
I received a work laptop and phone as part of my contract.,V okviru pogodbe sem prejel delovni prenosnik in telefon.
I have never been afraid of failure.,Nikoli se nisem bal neuspeha.
I was in the middle of cooking when they came.,"Bil sem sredi kuhanja, ko so prišli."
I refrained from expressing my opinions.,Vzdržal sem se od izražanja svojih mnenj.
I became a chef.,Postal sem kuhar.
I told them to fix the air supply otherwise they'd be risking their lives.,"Rekel sem jim, naj popravijo dovod zraka, sicer bodo tvegali svoje življenje."
I had to get up and go to the kitchen to open the pickles.,"Moral sem vstati in iti v kuhinjo, da odprem kumarice."
I was always very confident in my abilities when it comes to sex.,"Vedno sem bil zelo prepričan v svoje sposobnosti, ko gre za seks."
I felt so weak.,Počutil sem se tako šibko.
I always carried a knife with me.,Vedno sem nosil nož s seboj.
"I worry that if I hadn't made dinner, they would have gone hungry.","Skrbi me, da če ne bi pripravil večerje, bi postali lačni."
"I spent hours in the bathroom, didn't I?","Ure sem preživel v kopalnici, kajne?"
I made sure I was financially stable when getting married.,"Ko sem se poročila, sem se prepričala, da sem finančno stabilna."
I wished there were more opportunities to meet new people.,"Želim si, da bi bilo več priložnosti za spoznavanje novih ljudi."
I was the most responsible student.,Bil sem najbolj odgovoren študent.
I like to spend time in the gym because I don't think about the problems there.,"Rad preživim čas v telovadnici, ker ne razmišljam o tamkajšnjih težavah."
"Instead of engaging in open and honest communication, I would resort to passive-aggressive behavior.","Namesto da bi se ukvarjal z odprto in pošteno komunikacijo, bi se zatekel k pasivno-agresivnemu vedenju."
I never liked people that were shy in bed.,"Nikoli nisem maral ljudi, ki so bili sramežljivi v postelji."
I loved a good challenge.,Všeč mi je bil dober izziv.
"After everyone finished eating, I went straight into the kitchen and did the dishes.","Ko so vsi končali z jedjo, sem šel naravnost v kuhinjo in spravil posodo."
I had to control myself not to hurt anyone.,"Moral sem se nadzorovati, da ne bi nikogar poškodoval."
"At the airport, I'm always scared when I go through security, even if I don't have anything prohibited in my suitcase.","Na letališču me vedno prestraši, ko grem skozi varovanje, tudi če v kovčku nimam ničesar prepovedanega."
I single-handedly saved them all.,Vse sem sama rešila.
I worked hard and was expected to be the main source of income for the household.,"Trdo sem delal in pričakovali so, da bom glavni vir dohodka gospodinjstva."
"I couldn't do it, so I wept.","Tega nisem mogel storiti, zato sem jokal."
"It's not a problem, because I have always known how to deal with it.","To ni problem, ker sem vedno vedel, kako se s tem spoprijeti."
Through my great wit I simply outsmarted everyone.,S svojo veliko duhovitostjo sem preprosto premagal vse.
"When I'm with her, I'm angry.","Ko sem z njo, sem jezen."
I managed the financial portfolio for my whole family because they trusted my choices.,"Upravljal sem finančni portfelj za vso družino, ker so zaupali mojim odločitvam."
I offered help when I saw how desperate she was.,"Ponudil sem pomoč, ko sem videl, kako obupana je."
I consistently downplayed my achievements or talents when receiving praise.,"Ko sem prejemal pohvale, sem dosledno omalovaževal svoje dosežke ali talente."
I wasn't afraid - I have always liked danger.,Nisem se bal - vedno mi je bila všeč nevarnost.
I am direct and honest.,Sem neposreden in iskren.
"Undeterred by the rough conditions, I went on, my determination fueling every step across the barren landscape.","Nezadovoljen zaradi težkih razmer sem nadaljeval, moja odločnost pa je spodbudila vsak korak čez neplodno pokrajino."
I refused to walk under a ladder because I believed it would bring bad luck.,"Zavrnil sem hoditi pod lestvijo, ker sem verjel, da bo to prineslo slabo srečo."
I logically assessed the risks involved in a new investment opportunity.,"Logično sem ocenil tveganja, povezana z novo naložbeno priložnostjo."
I had a natural grace and elegance.,Imel sem naravno milino in eleganco.
I have always wanted to provide the best possible service to my customers.,Vedno sem želel svojim strankam zagotoviti najboljšo možno storitev.
"I embraced the rough challenge, pushing my limits with every stride.",Sprejel sem težki izziv in z vsakim korakom premikal svoje meje.
Last week I went to a restaurant my partner chose.,"Prejšnji teden sem šel v restavracijo, ki jo je izbral partner."
I focused on making enough money for my daughter to study at a good college abroad.,"Osredotočil sem se na zaslužek dovolj denarja, da bi moja hči lahko študirala na dobri fakulteti v tujini."
I believed in superstitions such as that broken mirror brings seven years of bad luck.,"Verjel sem v vraževerja, kot je to, da zlomljeno ogledalo prinaša sedem let slabe sreče."
"Of course I made a cake, it's your birthday!","Seveda sem naredila torto, tvoj rojstni dan je!"
I have always believed in myself.,Vedno sem verjel vase.
I'd be successful in any field I'd like.,"Bil bi uspešen na katerem koli področju, ki bi ga želel."
I always knew I wanted to help others.,"Vedno sem vedel, da želim pomagati drugim."
I looked good at the party.,Dobro sem izgledala na zabavi.
"I was going to buy a watermelon, but I couldn't manage to take it home.","Kupil sem lubenico, vendar je nisem mogel odnesti domov."
I could easily carry those wooden logs by myself.,Te lesene hlode bi zlahka nosil sam.
I consistently demonstrated a high level of competence and dedication.,Dosledno sem pokazal visoko stopnjo usposobljenosti in predanosti.
I never sat down until the whole family was fed.,"Nikoli nisem sedel, dokler niso nahranili celotne družine."
I'm sexually active.,Sem spolno aktivna.
"I am an IT specialist, I used to work for a large corporation but decided to launch my own company last year, it went well and now I make really good money.","Sem IT specialist, nekoč sem delal za veliko korporacijo, vendar sem se lani odločil ustanoviti lastno podjetje, šlo je dobro in zdaj zaslužim res dober denar."
"I took on additional work to generate extra income, ensuring that my family's financial needs were met","Prevzel sem dodatno delo za ustvarjanje dodatnega dohodka in zagotovil, da so finančne potrebe moje družine zadovoljene"
I panicked and made impulsive decisions during a stressful situation.,V stresni situaciji sem se paničil in sprejemal impulzivne odločitve.
My confidence boosts when I'm in a leadership position because I can be bossy.,"Moje zaupanje se poveča, ko sem na vodilnem položaju, ker sem lahko šef."
My boss made me so angry I locked myself in the office and cried.,"Šef me je tako razjezil, da sem se zaprl v pisarno in jokal."
I tamed the horse.,Ukrotila sem konja.
"When I arrived in Thailand and saw all the insects, I wanted to get on the next plane.","Ko sem prispel na Tajsko in videl vse žuželke, sem hotel priti na naslednje letalo."
I was good at football.,Bil sem dober v nogometu.
I know I am attractive because everyone keeps looking at me.,"Vem, da sem privlačna, ker me vsi gledajo."
I've always been good at reading other people's emotions.,Vedno sem bil dober pri branju čustev drugih ljudi.
I called my friend for help.,Poklical sem prijatelja na pomoč.
When was the last time you cried?,Kdaj ste nazadnje jokali?
I always had a high pain threshold.,Vedno sem imel visok prag bolečine.
I like to fight people I don't like.,"Rad se borim z ljudmi, ki jih ne maram."
I have always been aware of my self-worth.,Vedno sem se zavedal svoje lastne vrednosti.
"I walked the dog, because my partner had no time.","Sprehajala sem psa, ker moj partner ni imel časa."
"I attended a community town hall meeting, actively participating in discussions about local issues .",Udeleževal sem se sestanka mestne hiše skupnosti in aktivno sodeloval v razpravah o lokalnih vprašanjih.
"I kept a neat and well-organized workspace, with everything in its designated place for easy access and efficiency.",Ohranil sem urejen in dobro organiziran delovni prostor z vsem na določenem mestu za enostaven dostop in učinkovitost.
I was really happy they gave the project to me.,"Res sem bil vesel, da so mi projekt dali."
I was confident enough to pet the bear.,"Bila sem dovolj samozavestna, da sem pobožila medveda."
"Of course, I did it, I'm not a wuss.","Seveda sem to storil, nisem kukač."
I paid for their vacation so I could have some alone time at home.,"Plačal sem jim dopust, da sem lahko imel nekaj časa sam doma."
"I couldn't stand seeing abused animals, so I petitioned the city.","Nisem mogel prenesti videti zlorabljene živali, zato sem zaprosil mesto."
I still like collecting car models.,Še vedno rada zbiram modele avtomobilov.
I knew I looked good and everyone in that room was attracted to me.,"Vedela sem, da izgledam dobro in vsi v tej sobi so me privlačili."
I pushed my partner through the university studies financially.,Svojega partnerja sem finančno potisnil skozi univerzitetni študij.
I insisted I was right and I had numerous research articles to prove it.,"Vztrajal sem, da imam prav, in imel sem številne raziskovalne članke, ki so to dokazali."
I always enjoyed long baths.,Vedno sem užival v dolgih kopeli.
"I enjoyed the walk, but I got tired very quickly.","Užival sem v sprehodu, vendar sem se zelo hitro utrudil."
I don't like to judge others.,Ne maram soditi drugih.
I always finish first in sports races.,Na športnih dirkah vedno končam prvi.
I know I am lovely.,"Vem, da sem ljubka."
I have all the qualities that I am supposed to have as a leader.,"Imam vse lastnosti, ki bi jih moral imeti kot vodja."
I've been told that I was a role model for my colleagues.,"Rekli so mi, da sem vzor svojim kolegom."
"If I could, I would ban phones in the workplace.","Če bi lahko, bi prepovedal telefone na delovnem mestu."
Shopping for new clothes makes me happy.,Nakupovanje novih oblačil me osrečuje.
Why would I say something if it only leads to arguments?,"Zakaj bi kaj rekel, če to vodi le do argumentov?"
"Other people's opinions are not important to me, I always believe in myself.","Mnenja drugih ljudi mi niso pomembna, vedno verjamem vase."
"I am very good at hammer throwing, because I am strong.","Zelo sem dober pri metanju kladiva, ker sem močan."
I forgave them quickly and easily.,Hitro in enostavno sem jim odpustil.
"I joined a social dance class, learning new dance styles and connecting with dance partners in a fun and social environment.","Pridružil sem se tečaju družabnega plesa, se učil novih plesnih stilov in se povezal s plesnimi partnerji v zabavnem in družabnem okolju."
They've told me that I look confident.,"Rekli so mi, da izgledam samozavestno."
It's no surprise that I won this election.,"Ni presenetljivo, da sem zmagal na volitvah."
I don't know if you're strong enough.,"Ne vem, če si dovolj močna."
I didn't want to live in a remote area.,Nisem hotel živeti v oddaljenem območju.
I have never been afraid of criticism.,Nikoli se nisem bal kritike.
I checked out the beautiful people in the room.,Preverila sem čudovite ljudi v sobi.
I donated my old clothes to the charity.,Stara oblačila sem podarila dobrodelni organizaciji.
I hosted a fundraiser for our project.,Organizirala sem zbiranje sredstev za naš projekt.
I changed the bedsheets again.,Spet sem zamenjal posteljnino.
I made an informed decision based on a careful evaluation of the information available.,Na podlagi natančne ocene razpoložljivih informacij sem sprejel premišljeno odločitev.
I agreed to move where my partner chose.,"Dogovorila sem se, da se preselim tja, kjer je moj partner izbral."
I wasn't taking my responsibilities seriously.,Svojih odgovornosti nisem jemal resno.
I preferred travelling in groups.,Raje sem potovala v skupinah.
I hired a new secretary.,Najela sem novega tajnika.
I never said I was looking for a long-term relationship.,"Nikoli nisem rekel, da iščem dolgoročno zvezo."
I have not been sick since I have led an active life.,"Nisem bolan, odkar sem vodil aktivno življenje."
"If I had to, I wouldn't be afraid to face him.","Če bi moral, se ne bi bal soočiti z njim."
"I thoroughly researched different vacation destinations, considering factors such as travel costs, weather conditions, and available activities, before making an informed decision on where to go.","Temeljito sem raziskal različne počitniške destinacije, upoštevajoč dejavnike, kot so potni stroški, vremenske razmere in razpoložljive dejavnosti, preden sem se informirano odločil, kam iti."
For my sixtieth borthday I asked my partner for a Lego.,Šestdeseti dan sem svojega partnerja prosil za Lego.
I was the main provider in our family for twenty years.,Dvajset let sem bil glavni ponudnik v naši družini.
I cooked a dinner and patiently waited for them to come home.,"Kuhala sem večerjo in potrpežljivo čakala, da pridejo domov."
"If I had to choose between me and my children suffering, I would take it on without a second thought.","Če bi moral izbirati med mano in otroki, ki trpijo, bi to nadaljeval brez razmišljanja."
I'm stronger than you.,Močnejši sem od tebe.
I have never had any doubts about my level of competence.,Nikoli nisem imel dvomov o svoji ravni usposobljenosti.
I skinned the deer.,Odrala sem jelena.
I bought the watch for you.,Kupil sem ti uro.
"I wanted a burger, but the others wanted pizza, so we went for pizza.","Želel sem burger, drugi pa so hoteli pico, zato smo šli po pico."
I like small talk.,Všeč mi je manjši pogovor.
I felled many trees so that we have wood for winter.,"Posekal sem veliko dreves, da imamo les za zimo."
"I opened the water bottle for them, because the lid was stuck.","Odprl sem jim steklenico z vodo, ker je bil pokrov zataknjen."
I was happy to be a leader in the project.,"Vesel sem bil, da sem vodja v projektu."
"I preferred to travel alone, but since I was attacked, I feel scared to travel by myself.","Raje sem potoval sam, a ker sem bil napaden, se bojim potovati sam."
"I like options when it comes to clothes, so I have a lot of them at home.","Všeč so mi možnosti, ko gre za oblačila, zato jih imam doma veliko."
We had an arm wrestling competition and I lost.,Imeli smo tekmovanje v rokoborbi in izgubil sem.
"I bought a lucky charm, although my friend told me it's a scam.","Kupil sem srečen čar, čeprav mi je prijatelj rekel, da gre za prevaro."
I have always been very cool-headed in emergency situations.,Vedno sem bil zelo hladen v izrednih razmerah.
I asked the performer on a date.,Izvajalca sem vprašal na zmenek.
I organized the conference.,Organizirala sem konferenco.
I was on a diet.,Bil sem na dieti.
I got hundreds of Tinder matches.,Dobil sem na stotine tekem Tinder.
I took a second job.,Vzel sem drugo službo.
"As I entered the room, I noticed heads turning and whispers of admiration.","Ko sem vstopil v sobo, sem opazil obračanje glave in šepet občudovanja."
I didn't want to cause any trouble so I kept my mouth shut.,"Nisem želela povzročati težav, zato sem zaprla usta."
"They told me all about the advantages, but I only cared about how I felt in that place.","Povedali so mi vse o prednostih, vendar me je zanimalo le, kako se počutim na tem mestu."
I've always been a good kisser.,Vedno sem bil dober poljubnik.
I radiated self confidence so I was successful and got the job.,"Izžareval sem samozavest, tako da sem bil uspešen in dobil službo."
I won the beauty contest.,Zmagala sem na lepotnem tekmovanju.
My partner's lower sex drive created a mismatch in our desires and I had to look elsewhere.,Nižji spolni nagon mojega partnerja je povzročil neusklajenost v naših željah in moral sem iskati drugje.
"With the camera focused on me, I expressed my true self with confidence.","S kamero, osredotočeno na mene, sem z zaupanjem izrazil svoje pravo jaz."
I showcased my expertise and built connections confidently.,Pokazal sem svoje znanje in samozavestno zgradil povezave.
"I wanted to make money on my own, not with your help!","Želel sem zaslužiti denar sam, ne z vašo pomočjo!"
You have to be stronger in order to maintain this task.,"Če želite ohraniti to nalogo, morate biti močnejši."
"I refused to listen to different perspectives during a heated argument, allowing my emotions to cloud my judgment.","Med vročimi prepiri sem zavrnil poslušanje različnih pogledov, kar je omogočilo, da so moja čustva zamegnila mojo presojo."
"I never cried, emotions don't solve problems.","Nikoli nisem jokal, čustva ne rešujejo težav."
I've always excelled in martial arts.,Vedno sem bil odličen v borilnih veščinah.
Why can't I ever have fun?,Zakaj se nikoli ne smem zabavati?
I was the chair of the programme committee.,Bil sem predsednik programskega odbora.
I let fear take over and avoided an important opportunity.,"Pustil sem, da strah prevzame prevzem in se izognil pomembni priložnosti."
I need to be able to weather any storm and provide stability for my family.,Moram biti sposoben premagati vsako nevihto in zagotoviti stabilnost svoji družini.
I always believed in myself.,Vedno sem verjel vase.
I am not much more mature than I was when I was a teen although I am almost forty.,"Nisem veliko bolj zrel kot sem bil, ko sem bil najstnik, čeprav imam skoraj štirideset let."
The sultry voice on the other end of the phone awakened a delicious anticipation within me.,Zgoren glas na drugem koncu telefona je v meni prebudil okusno pričakovanje.
"They didn't wanna go to dinner with me, so I cried and they went.","Niso želeli iti na večerjo z mano, zato sem jokala in odšli so."
Of course I wanted to buy that bag for you.,Seveda sem hotel kupiti to torbo za vas.
I think that statistics always need to be interpreted carefully before jumping to conclusions.,"Mislim, da je treba statistiko vedno natančno razlagati, preden začnemo sklepati."
I left the debate team after two weeks because I had a hard time coming up with logical arguments.,"Po dveh tednih sem zapustil debatno ekipo, ker sem težko prišel do logičnih argumentov."
I never let myself get so upset that I lose control of the situation.,"Nikoli se nisem dovolil, da se tako razburjam, da izgubim nadzor nad situacijo."
I only went to the wedding for the cakes.,Na poroko sem šel samo zaradi torte.
I had to pin the drunk patient towards wall and wait until the doctor gave him a sedative.,"Pijanega bolnika sem moral pritrditi proti steni in počakati, da mu zdravnik dal pomirjevalo."
I always wanted to try new things in bed.,Vedno sem si želela preizkusiti nove stvari v postelji.
I decided on a mortage based on the data from various banks.,Odločil sem se za hipoteko na podlagi podatkov različnih bank.
I arranged the whole dining table to fit with my outfit.,"Celotno jedilno mizo sem uredila tako, da se prilega moji obleki."
I have always been a teenager deep down inside and I don't think it is ever going to change.,"Vedno sem bil najstnik globoko v sebi in mislim, da se to nikoli ne bo spremenilo."
I thought cheating was a normal part of a relationship.,"Mislil sem, da je goljufanje običajen del odnosa."
I could have taken care of your children when youre on holidays.,"Lahko bi poskrbel za vaše otroke, ko ste na počitnicah."
There's nothing I can't do.,Ničesar ne morem storiti.
I offered to do this job.,"Ponudil sem se, da bom opravil to delo."
I was too weak to continue with the excercise.,"Bil sem prešibek, da bi nadaljeval z vadbo."
I organized the craziest stag do ever.,Organiziral sem najbolj noro jeleno doslej.
I only believed them when I saw it with my own eyes.,"Verjel sem jim šele, ko sem to videl na lastne oči."
I could not set and follow any long-term goals.,Nisem mogel postaviti in slediti dolgoročnim ciljem.
I have always believed that discipline is the foundation of success.,"Vedno sem verjel, da je disciplina temelj uspeha."
I relied heavily on their approval before I decided about anything.,"Preden sem se odločil za karkoli, sem se močno zanašal na njihovo odobritev."
"I don't like being stern, boring, and dull.","Ne maram biti strog, dolgočasen in dolgočasen."
"When I saw those puppies, I wanted to take them all home.","Ko sem videl te mladičke, sem jih hotel odpeljati domov."
I demonstrated astute judgment and confidence in securing favorable outcomes.,Pokazal sem pronicljivo presojo in zaupanje v zagotavljanje ugodnih rezultatov.
I went to see a therapist to learn to handle my emotions better.,"Šel sem k terapevtu, da bi se naučil bolje obvladovati svoja čustva."
I really craved some chocolate milk.,Resnično sem hrepenela po čokoladnem mleku.
"I was invited to the theatre, but played an online match with a friend instead.","Povabljen sem bil v gledališče, vendar sem namesto tega igral spletno tekmo s prijateljem."
"As a supervisor, I always boosted morale and productivity.",Kot nadzornik sem vedno povečeval moralo in produktivnost.
I went bungee-jumping.,Šel sem v bungee-jumping.
"I'm reliable, maybe that's why I have so many responsibilities.","Sem zanesljiv, morda zato imam toliko odgovornosti."
"As an architect, I drafted detailed blueprints, collaborated with clients to understand their vision, and oversaw construction projects.","Kot arhitekt sem pripravil podrobne načrte, sodeloval s strankami pri razumevanju njihove vizije in nadzoroval gradbene projekte."
I worked hard so that my children wouldn't have to.,"Trdo sem delala, da mojim otrokom ne bi bilo treba."
Hopefully they will notice that I put an extra effort into the cleaning today.,"Upam, da bodo opazili, da sem danes vložila dodaten napor v čiščenje."
I offered the best services in the entire town.,Ponujal sem najboljše storitve v celotnem mestu.
"When meeting new people, I noticed their positive reactions to my good looks.","Ko sem spoznal nove ljudi, sem opazil njihove pozitivne reakcije na moj lep videz."
I asked my neighbors if they could put a box full of books in the elevator for me.,"Sosede sem vprašal, če bi mi lahko v dvigalo postavili škatlo, polno knjig."
I've never been shy about getting naked in front of someone new.,"Nikoli nisem bil sramežljiv, da bi bil gol pred nekom novim."
"I had thick curly brown hair and long dark eyelashes, people often thought I was Spanish or Italian.","Imel sem debele kodraste rjave lase in dolge temne trepalnice, ljudje so pogosto mislili, da sem Španka ali Italijanka."
I never voiced my own opinion.,Nikoli nisem izrazil svojega mnenja.
I was responsible for the production process.,Jaz sem bil odgovoren za proizvodni proces.
I was planning the family party for Saturday.,Za soboto sem načrtoval družinsko zabavo.
I found it challenging to perform simple tasks like opening jars or lifting objects due to my physical weakness.,"Zaradi svoje fizične šibkosti se mi je zdelo težko izvajati preproste naloge, kot so odpiranje kozarcev ali dvigovanje predmetov."
I was so horny I considered approaching a sex worker.,"Bila sem tako pohotna, da sem razmišljala, da sem se približala spolnemu delavcu."
I signed up for a weightlifting competition.,Prijavil sem se na tekmovanje v dvigovanju uteži.
"I attended a social gathering with friends, engaging in lively conversations and enjoying the company of others.","Udeleževal sem se družabnega srečanja s prijatelji, se udeležil živahnih pogovorov in užival v družbi drugih."
"I challenged them to a fight, but they laughed me off.","Izzival sem jih na boj, vendar so se mi nasmejali."
We were bowling and I had to throw the lightest ball because I couldn't hold the heavier ones.,"Kogli smo in moral sem metati najlažjo žogo, ker nisem mogel zadržati težjih."
I knew I can be influential and other people would hear what I have to say.,"Vedel sem, da sem lahko vpliven in drugi bodo slišali, kaj imam za povedati."
I left some money under the table cloth for a better luck.,Za večjo srečo sem pustil nekaj denarja pod mizo.
I handled the expenses.,Jaz sem poskrbel za stroške.
"I didn't take the well-paid job, because my intuition told me so.","Nisem prevzel dobro plačane službe, ker mi je tako govorila moja intuicija."
I didn't cheat anyone when quoting the price.,"Nikogar nisem prevaral, ko je navajal ceno."
I can't imagine being one of those people who doesn't even wear deodorant in the summer.,"Ne morem si predstavljati, da bi bil eden tistih ljudi, ki poleti sploh ne nosijo deodoranta."
"My hair was like satin and my skin was peachy, I knew I looked good.","Moji lasje so bili kot saten, koža pa breskva, vedel sem, da izgledam dobro."
"I never cared if we have enough food in the kitchen, I just took care there was enough alcohol in the household.","Nikoli me ni bilo vseeno, če imamo v kuhinji dovolj hrane, samo poskrbela sem, da je v gospodinjstvu dovolj alkohola."
I looked wonderful at the school prom.,Na šolskem maturantskem plesu sem izgledala čudovito.
"My greatest strength is my concern for others, even though I am often seen as weak because of it.","Moja največja moč je skrb za druge, čeprav me zaradi tega pogosto vidijo kot šibke."
I threw salt over my shoulder after accidentally spilling some.,"Sol sem si vrgel čez ramo, potem ko sem jo po naključju razlil."
I often cry because I am very sensitive.,"Pogosto jokam, ker sem zelo občutljiva."
I never gave my tasks to somebody else because I felt like I was the best at finishing them.,"Svojih nalog nikoli nisem dal nekomu drugemu, ker sem se počutil, da sem najboljši pri dokončanju teh nalog."
I sent out the work schedule to them last week.,Prejšnji teden sem jim poslal urnik dela.
I am comfortable in my own skin and do not seek the approval of others to feel good about myself.,"V svoji koži mi je udobno in ne iščem odobritve drugih, da bi se počutil dobro do sebe."
I had to pretend everything is fine.,"Moral sem se pretvarjati, da je vse v redu."
I made sure everyone was listening to my commands.,"Poskrbel sem, da vsi poslušajo moje ukaze."
I was constantly involved in some kind of mischief.,Nenehno sem bil vpleten v nekakšno napako.
I tried the extra spicy food.,Poskusila sem dodatno začinjeno hrano.
"I knew what the leadership qualities were, I had lots of experience in this area.","Vedel sem, kakšne so vodstvene lastnosti, imel sem veliko izkušenj na tem področju."
I spent a lot of mental effort to finally speak up.,"Vpravil sem veliko duševnega truda, da bi končno spregovoril."
"I did not take sides when my friends were arguing, I wanted to stay objective.","Nisem zavzel stran, ko so se moji prijatelji prepirali, hotel sem ostati objektiven."
I paid for all their expenses.,Jaz sem plačal vse njihove stroške.
I think my friend will never grow up.,"Mislim, da moj prijatelj ne bo nikoli odraščal."
I am determined to protect my loved ones.,"Odločena sem, da zaščitim svoje ljubljene."
I'd sacrifice anything to get a promotion.,"Žrtvoval bi vse, da bi dobil napredovanje."
"If I go a few days without sex, I get grumpy.","Če grem nekaj dni brez seksa, postanem godrnjav."
"When I worked in a restaurant, I only carried two plates because they were too heavy.","Ko sem delal v restavraciji, sem nosil le dva krožnika, ker sta bila pretežka."
I killed a lion in the jungle.,Ubil sem leva v džungli.
I never liked small talk between me and my employee.,Nikoli nisem maral manjših pogovorov med mano in mojim zaposlenim.
"My partner prefers animals, but I wouldn't be able to live without human company.","Moj partner ima raje živali, vendar brez človeške družbe ne bi mogel živeti."
I burst into tears over a minor setback.,Razplakal sem se zaradi manjšega neuspeha.
I calmly handled an unexpected setback at work by analysing the situation.,Mirno sem se spopadel z nepričakovanim zastopom pri delu z analizo situacije.
The hockey players were in good shape.,Hokejisti so bili v dobri formi.
I did not know how to handle honest feedback from others.,"Nisem vedel, kako ravnati s poštenimi povratnimi informacijami drugih."
I was so clingy and insecure that I drove my partner away.,"Bila sem tako oprijemljiva in negotova, da sem partnerja odgnala stran."
I have always tried to create ideal conditions for my employees.,Vedno sem poskušal ustvariti idealne pogoje za svoje zaposlene.
I took my grandmother to see the flower exhibition.,Babico sem peljala na ogled razstave cvetja.
"I am a scientist, I specialise in marine biology.","Sem znanstvenik, specializiran sem za morsko biologijo."
I led the team towards victory.,Ekipo sem vodil k zmagi.
I would never want my kids to fend for themselves.,"Nikoli ne bi želela, da bi se moji otroci sami poskrbeli."
I always knew people liked me.,"Vedno sem vedel, da so mi ljudje všeč."
I feel that my looks could get me a lot of attention when I was young.,"Čutim, da bi mi lahko moj videz pritegnil veliko pozornosti, ko sem bil mlad."
I was cleaning the windows for three hours.,Tri ure sem čistila okna.
I preferred to deal with it by myself.,Raje sem se s tem ukvarjal sam.
"When I'm feeling down, I like to act like a fool to feel better.","Ko se počutim slabo, se rad obnašam kot bedak, da se počutim bolje."
I carried a lucky charm with me at all times.,Ves čas sem nosil s seboj srečen čar.
I had to extend my office hours as there were too many students who wanted to consult their work with me.,"Moral sem podaljšati svoj delovni čas, saj je bilo preveč študentov, ki so se želeli posvetovati z mano o svojem delu."
I just wanted to please them.,Samo želel sem jim ugajati.
I found it difficult to focus on work because I think of sex all the time.,"Težko sem se osredotočila na delo, ker ves čas razmišljam o seksu."
I never worried too much.,Nikoli me ni preveč skrbelo.
"I thought I could do the whole workout, but I was wrong.","Mislil sem, da lahko naredim celotno vadbo, vendar sem se motil."
I have sociable nature and it makes me an excellent host and event organizer.,Imam družabno naravo in zaradi tega sem odličen gostitelj in organizator dogodkov.
Would you open that jar for me?,Bi mi odprl ta kozarec?
I can see that I've put on muscle mass.,"Vidim, da sem pridobila mišično maso."
I tried to explain to them that it's important to know what material to wear at what time of year.,"Poskušal sem jim razložiti, da je pomembno vedeti, kateri material nositi ob katerem letnem času."
I never learned to cook because I didn't have to.,"Nikoli se nisem naučil kuhati, ker mi ni bilo treba."
They say I'm very easily influenced.,"Pravijo, da me zelo zlahka vplivajo."
"Undeterred by the rough sea, I plunged into the depths.",Nemogočen zaradi grobega morja sem se potopil v globine.
