from,to
"The man said: ""I gave them money and now I don’t know how I’m going to make it to the end of the month.""","Muž povedal: „Dal som im peniaze a teraz neviem, ako to urobím do konca mesiaca.“"
"The man said: ""I wanted to buy that house, because all my friends lived close by.""","Muž povedal: „Chcel som kúpiť ten dom, pretože všetci moji priatelia žili blízko.“"
"The man said: ""I never liked small talk between me and my employee.""",Muž povedal: „Nikdy som nemal rád malé rozhovory medzi mnou a mojím zamestnancom.“
"The man said: ""When I started working at the gas station, I bought some tear spray.""","Muž povedal: „Keď som začal pracovať na čerpacej stanici, kúpil som si slzný sprej.“"
"The man said: ""I fixed it like a pro.""",Muž povedal: „Opravil som to ako profesionál.“
"The man said: ""I have sociable nature and it makes me an excellent host and event organizer.""",Muž povedal: „Mám spoločenskú povahu a robí zo mňa vynikajúceho hostiteľa a organizátora podujatia.“
"The man said: ""I spent a lot of mental effort to finally speak up.""","Muž povedal: „Strávil som veľa duševného úsilia, aby som konečne prehovoril.“"
"The man said: ""During a workout session, I struggled to complete the exercises.""",Muž povedal: „Počas tréningu som sa snažil dokončiť cvičenia.“
"The man said: ""I knew I should have been kinder, because kindness is essential in life.""","Muž povedal: „Vedel som, že som mal byť láskavejší, pretože láskavosť je v živote nevyhnutná.“"
"The man said: ""I preferred to deal with it by myself.""",Muž povedal: „Radšej som sa s tým vysporiadal sám.“
"The man said: ""I planned, managed and executed the project.""","Muž povedal: „Plánoval som, riadil a realizoval projekt.“"
"The man said: ""I'd sacrifice anything to get a promotion.""","Muž povedal: „Obetoval by som čokoľvek, aby som získal povýšenie.“"
"The man said: ""I am a scientist, I specialise in marine biology.""","Muž povedal: „Som vedec, špecializujem sa na morskú biológiu.“"
"The man said: ""I didn't fear any threats.""",Muž povedal: „Nebál som sa žiadnych hrozieb.“
"The man said: ""I was so angry I was shaking.""","Muž povedal: „Bol som taký nahnevaný, že som sa triasol.“"
"The man said: ""I told you I'd hurt you.""","Muž povedal: „Povedal som ti, že ti ublížim.“"
"The man said: ""I did not take sides when my friends were arguing, I wanted to stay objective.""","Muž povedal: „Nešiel som na stranu, keď sa moji priatelia hádali, chcel som zostať objektívny.“"
"The man said: ""When I worked in a restaurant, I only carried two plates because they were too heavy.""","Muž povedal: „Keď som pracoval v reštaurácii, nosil som iba dva taniere, pretože boli príliš ťažké.“"
"The man said: ""I apologized even when I wasn't at fault.""","Muž povedal: „Ospravedlnil som sa, aj keď som nebol na vine.“"
"The man said: ""I gave the order.""",Muž povedal: „Dal som rozkaz.“
"The man said: ""If I go a few days without sex, I get grumpy.""","Muž povedal: „Ak pôjdem pár dní bez sexu, som nevrlý.“"
"The man said: ""I thought I could do the whole workout, but I was wrong.""","Muž povedal: „Myslel som, že môžem urobiť celé cvičenie, ale mýlil som sa.“"
"The man said: ""I tried to explain to them that it’s important to know what material to wear at what time of year.""","Muž povedal: „Snažil som sa im vysvetliť, že je dôležité vedieť, aký materiál nosiť v akom ročnom období.“"
"The man said: ""I haven't cried in 20 years.""",Muž povedal: „Neplakal som 20 rokov.“
"The man said: ""I calmly handled an unexpected setback at work by analysing the situation.""",Muž povedal: „Pokojne som zvládol nečakaný neúspech v práci analýzou situácie.“
"The man said: ""I wasn't even nervous before my big presentation.""",Muž povedal: „Pred mojou veľkou prezentáciou som nebol ani nervózny.“
"The man said: ""I had to extend my office hours as there were too many students who wanted to consult their work with me.""","Muž povedal: „Musel som predĺžiť úradné hodiny, pretože bolo príliš veľa študentov, ktorí chceli so mnou konzultovať svoju prácu.“"
"The man said: ""I like listening to other people's dramas.""",Muž povedal: „Rád počúvam drámy iných ľudí.“
"The man said: ""I could see she wasn’t feeling well, so I made her some hot chocolate.""","Muž povedal: „Videl som, že sa necíti dobre, tak som jej urobil horúcu čokoládu.“"
"The man said: ""I feel that my looks could get me a lot of attention when I was young.""","Muž povedal: „Mám pocit, že môj vzhľad by ma mohol dostať veľa pozornosti, keď som bol mladý.“"
"The man said: ""I repeatedly engaged in self-destructive behaviors.""",Muž povedal: „Opakovane som sa zaoberal sebazničujúcim správaním.“
"The man said: ""Would you open that jar for me?""",Muž povedal: „Otvorili by ste mi tú nádobu?“
"The man said: ""I just wanted to please them.""",Muž povedal: „Chcel som ich len potešiť.“
"The man said: ""I was cleaning the windows for three hours.""",Muž povedal: „Čistil som okná tri hodiny.“
"The man said: ""I survived the first year of college on frozen pizzas.""",Muž povedal: „Prvý ročník vysokej školy som prežil na mrazenej pizze.“
"The man said: ""I am determined to protect my loved ones.""",Muž povedal: „Som odhodlaný chrániť svojich blízkych.“
"The man said: ""I killed a lion in the jungle.""",Muž povedal: „Zabil som leva v džungli.“
"The man said: ""I have always found it important to know my employees, their strengths and weaknesses and work with that appropriately.""","Muž povedal: „Vždy som považoval za dôležité poznať svojich zamestnancov, ich silné a slabé stránky a primerane s nimi pracovať.“"
"The man said: ""I would never want my kids to fend for themselves.""","Muž povedal: „Nikdy by som nechcel, aby sa moje deti starali o seba.“"
"The man said: ""When I'm feeling down, I like to act like a fool to feel better.""","Muž povedal: „Keď sa cítim zle, rád sa správam ako blázon, aby som sa cítil lepšie.“"
"The man said: ""It took me a long time to realise which people are not worth investing energy in.""","Muž povedal: „Trvalo mi dlho, kým som si uvedomil, do ktorých ľudí sa neoplatí investovať energiu.“"
"The man said: ""I paid for all their expenses.""",Muž povedal: „Zaplatil som všetky ich výdavky.“
"The man said: ""I listened attentively to my friend as they shared their struggles.""","Muž povedal: „Pozorne som počúval svojho priateľa, keď zdieľali svoje boje.“"
"The man said: ""I did not know how to handle honest feedback from others.""","Muž povedal: „Nevedel som, ako zvládnuť úprimnú spätnú väzbu od ostatných.“"
"The man said: ""I walked up to my boss and told him my opinion.""",Muž povedal: „Prišiel som k svojmu šéfovi a povedal mu svoj názor.“
"The man said: ""I was desperate, because I was late.""","Muž povedal: „Bol som zúfalý, pretože som meškal.“"
"The man said: ""I would always listen to everything the teacher said.""","Muž povedal: „Vždy by som počúval všetko, čo povedal učiteľ.“"
"The man said: ""I engaged in meaningful conversations and provided companionship to the elederly residents.""",Muž povedal: „Zapojil som sa do zmysluplných rozhovorov a poskytol som spoločnosť pokojným obyvateľom.“
"The man said: ""I realized that my career is less important than my family.""","Muž povedal: „Uvedomil som si, že moja kariéra je menej dôležitá ako moja rodina.“"
"The man said: ""My partner prefers animals, but I wouldn't be able to live without human company.""","Muž povedal: „Môj partner uprednostňuje zvieratá, ale bez ľudskej spoločnosti by som nebol schopný žiť.“"
"The man said: ""I did not listen because I got distracted easily.""","Muž povedal: „Nepočúval som, pretože som sa ľahko rozptýlil.“"
"The man said: ""I carried a lucky charm with me at all times.""",Muž povedal: „Vždy som so sebou nosil kúzlo šťastia.“
"The man said: ""I was so clingy and insecure that I drove my partner away.""","Muž povedal: „Bol som taký láskavý a neistý, že som odviedol svojho partnera preč.“"
"The man said: ""I knew what the leadership qualities were, I had lots of experience in this area.""","Muž povedal: „Vedel som, aké sú vodcovské vlastnosti, mal som v tejto oblasti veľa skúseností.“"
"The man said: ""I took my grandmother to see the flower exhibition.""",Muž povedal: „Vzal som svoju babičku na výstavu kvetov.“
"The man said: ""I can see that I've put on muscle mass.""","Muž povedal: „Vidím, že som si dal svalovú hmotu.“"
"The man said: ""I enjoy visiting the older neighbours and giving them company.""",Muž povedal: „Rád navštevujem starších susedov a dávam im spoločnosť.“
"The man said: ""I carried all the luggage.""",Muž povedal: „Nosil som všetku batožinu.“
"The man said: ""I tried the extra spicy food.""",Muž povedal: „Skúsil som extra korenené jedlo.“
"The man said: ""The hockey players were in good shape.""",Muž povedal: „Hokejisti boli v dobrej kondícii.“
"The man said: ""Even though I didn't do anything wrong, the boss was angry at me, but I decided to stay quiet.""","Muž povedal: „Aj keď som neurobil nič zlé, šéf sa na mňa hneval, ale rozhodol som sa zostať ticho.“"
"The man said: ""I was not afraid of the exam, I knew I was very good at it and I didn't even have to study much.""","Muž povedal: „Nebál som sa skúšky, vedel som, že som v tom veľmi dobrý a nemusel som ani veľa študovať.“"
"The man said: ""I was constantly involved in some kind of mischief.""",Muž povedal: „Neustále som bol zapojený do nejakého druhu neplechy.“
"The man said: ""My friend told me I looked nice yesterday.""","Muž povedal: „Môj priateľ mi povedal, že som včera vyzeral pekne.“"
"The man said: ""I conquered the challenging obstacle course, feeling an indescribable sense of accomplishment and pride in my physical capabilities.""","Muž povedal: „Podmanil som si náročnú prekážkovú dráhu, cítil som neopísateľný pocit úspechu a hrdosť na svoje fyzické schopnosti.“"
"The man said: ""I do not care what others think, I am always right.""","Muž povedal: „Nezaujíma ma, čo si myslia ostatní, mám vždy pravdu.“"
"The man said: ""I’m the last one to believe such lies.""","Muž povedal: „Som posledný, kto uveril takýmto klamstvám.“"
"The man said: ""I never learned to cook because I didn’t have to.""","Muž povedal: „Nikdy som sa nenaučil variť, pretože som nemusel.“"
"The man said: ""I always wore the latest fashion pieces and people appreciated that I was so fashionable.""","Muž povedal: „Vždy som nosil najnovšie módne kúsky a ľudia ocenili, že som taký módny.“"
"The man said: ""No, why would I wait until after another date to become more intimate?""","Muž povedal: „Nie, prečo by som mal čakať na ďalšie rande, aby som sa stal intímnejším?“"
"The man said: ""I gave my old car to my brother who is still in college.""","Muž povedal: „Dal som svoje staré auto svojmu bratovi, ktorý je stále na vysokej škole.“"
"The man said: ""I must admit that every time I saw a woman in a tight dress, I wondered about the type of underwear she was wearing.""","Muž povedal: „Musím priznať, že zakaždým, keď som videl ženu v tesných šatách, premýšľal som o type spodnej bielizne, ktorú mala na sebe.“"
"The man said: ""When I'm angry, I don't engage in exchanges with anyone.""","Muž povedal: „Keď som nahnevaný, nezúčastňujem sa výmeny s nikým.“"
"The man said: ""They told me I was pretty and I thanked them.""","Muž povedal: „Povedali mi, že som pekná a poďakoval som im.“"
"The man said: ""They say I'm very easily influenced.""","Muž povedal: „Hovoria, že som veľmi ľahko ovplyvnený.“"
"The man said: ""I have always tried to create ideal conditions for my employees.""",Muž povedal: „Vždy som sa snažil vytvoriť ideálne podmienky pre svojich zamestnancov.“
"The man said: ""I burst into tears over a minor setback.""",Muž povedal: „Rozplakal som sa kvôli menšiemu neúspechu.“
"The man said: ""I could hold my breath for seven minutes.""",Muž povedal: „Mohol by som zadržať dych sedem minút.“
"The man said: ""Undeterred by the rough sea, I plunged into the depths.""",Muž povedal: „Neodradený rozbúreným morom som sa ponoril do hlbín.“
"The man said: ""I organized the hunting trip.""",Muž povedal: „Zorganizoval som poľovnícky výlet.“
"The man said: ""I found it difficult to focus on work because I think of sex all the time.""","Muž povedal: „Bolo pre mňa ťažké sústrediť sa na prácu, pretože stále myslím na sex.“"
"The woman said: ""I could hold my breath for seven minutes.""",Žena povedala: „Mohol som zadržať dych sedem minút.“
"The woman said: ""My friend told me I looked nice yesterday.""","Žena povedala: „Môj priateľ mi povedal, že som včera vyzeral pekne.“"
"The woman said: ""During a workout session, I struggled to complete the exercises.""",Žena povedala: „Počas tréningu som sa snažil dokončiť cvičenia.“
"The woman said: ""I did not know how to handle honest feedback from others.""","Žena povedala: „Nevedela som, ako zvládnuť úprimnú spätnú väzbu od ostatných.“"
"The woman said: ""I think my friend will never grow up.""","Žena povedala: „Myslím, že môj priateľ nikdy nevyrastie.“"
"The woman said: ""They say I'm very easily influenced.""","Žena povedala: „Hovoria, že som veľmi ľahko ovplyvnená.“"
"The woman said: ""I spent a lot of mental effort to finally speak up.""","Žena povedala: „Vynaložila som veľa duševného úsilia, aby som konečne prehovorila.“"
"The woman said: ""I just wanted to please them.""",Žena povedala: „Chcel som ich len potešiť.“
"The woman said: ""I led the team towards victory.""",Žena povedala: „Viedla som tím k víťazstvu.“
"The woman said: ""I repeatedly engaged in self-destructive behaviors.""",Žena povedala: „Opakovane som sa zaoberala sebazničujúcim správaním.“
"The woman said: ""If I go a few days without sex, I get grumpy.""","Žena povedala: „Ak pôjdem pár dní bez sexu, som nevrlý.“"
"The woman said: ""I enjoy visiting the older neighbours and giving them company.""",Žena povedala: „Baví ma navštevovať starších susedov a dávať im spoločnosť.“
"The woman said: ""I killed a lion in the jungle.""",Žena povedala: „Zabil som leva v džungli.“
"The woman said: ""I listened attentively to my friend as they shared their struggles.""","Žena povedala: „Pozorne som počúvala svojho priateľa, keď zdieľali svoje boje.“"
"The woman said: ""I wouldn't trade my naturally brown hair for the world.""",Žena povedala: „Nevymenila by som svoje prirodzene hnedé vlasy za svet.“
"The woman said: ""I felt the situation was totally out of my control.""","Žena povedala: „Cítil som, že situácia je úplne mimo mojej kontroly.“"
"The woman said: ""I engaged in meaningful conversations and provided companionship to the elederly residents.""",Žena povedala: „Zapojila som sa do zmysluplných rozhovorov a poskytla som spoločnosť domorodým obyvateľom.“
"The woman said: ""I can see that I've put on muscle mass.""","Žena povedala: „Vidím, že som si nasadila svalovú hmotu.“"
"The woman said: ""I must admit that every time I saw a woman in a tight dress, I wondered about the type of underwear she was wearing.""","Žena povedala: „Musím priznať, že zakaždým, keď som videl ženu v tesných šatách, premýšľal som o type spodnej bielizne, ktorú mala na sebe.“"
"The woman said: ""I conquered the challenging obstacle course, feeling an indescribable sense of accomplishment and pride in my physical capabilities.""","Žena povedala: „Podmanila som si náročnú prekážkovú dráhu, cítila som neopísateľný pocit úspechu a hrdosť na svoje fyzické schopnosti.“"
"The woman said: ""I apologized even when I wasn't at fault.""","Žena povedala: „Ospravedlnila som sa, aj keď som nebola na vine.“"
"The woman said: ""I argued with the policeman about the parking ticket.""",Žena povedala: „Hádala som sa s policajtom o parkovacom lístku.“
"The woman said: ""I did not listen because I got distracted easily.""","Žena povedala: „Nepočúvala som, pretože som sa ľahko rozptýlila.“"
"The woman said: ""I was cleaning the windows for three hours.""",Žena povedala: „Čistil som okná tri hodiny.“
"The woman said: ""I’m the last one to believe such lies.""","Žena povedala: „Som posledná, ktorá uverila takýmto klamstvám.“"
"The woman said: ""I always wanted to try new things in bed.""",Žena povedala: „Vždy som chcela vyskúšať nové veci v posteli.“
"The woman said: ""I thought I could do the whole workout, but I was wrong.""","Žena povedala: „Myslela som si, že môžem urobiť celý tréning, ale mýlila som sa.“"
"The woman said: ""The hockey players were in good shape.""",Žena povedala: „Hokejisti boli v dobrej kondícii.“
"The woman said: ""I did not take sides when my friends were arguing, I wanted to stay objective.""","Žena povedala: „Neobišla som sa na stranu, keď sa moji priatelia hádali, chcela som zostať objektívna.“"
"The woman said: ""I was not afraid of the exam, I knew I was very good at it and I didn't even have to study much.""","Žena povedala: „Nebála som sa skúšky, vedela som, že som v tom veľmi dobrá a nemusela som ani veľa študovať.“"
"The woman said: ""I wanted to buy that house, because all my friends lived close by.""","Žena povedala: „Chcel som kúpiť ten dom, pretože všetci moji priatelia žili blízko.“"
"The woman said: ""I'd sacrifice anything to get a promotion.""","Žena povedala: „Obetovala by som čokoľvek, aby som získala povýšenie.“"
"The woman said: ""I tried to explain to them that it’s important to know what material to wear at what time of year.""","Žena povedala: „Snažila som sa im vysvetliť, že je dôležité vedieť, aký materiál nosiť v akom ročnom období.“"
"The woman said: ""I often remained silent in uncomfortable situations not to displease anyone.""","Žena povedala: „V nepríjemných situáciách som často mlčala, aby som nikoho netrápila.“"
"The woman said: ""I didn't fear any threats.""",Žena povedala: „Nebála som sa žiadnych hrozieb.“
"The woman said: ""I am a scientist, I specialise in marine biology.""","Žena povedala: „Som vedec, špecializujem sa na morskú biológiu.“"
"The woman said: ""I diligently sorted and recycled waste materials.""",Žena povedala: „Dôkladne som triedila a recyklovala odpadové materiály.“
"The woman said: ""I feel that my looks could get me a lot of attention when I was young.""","Žena povedala: „Mám pocit, že môj vzhľad by ma mohol dostať veľa pozornosti, keď som bola mladá.“"
"The woman said: ""I gave the order.""",Žena povedala: „Dal som rozkaz.“
"The woman said: ""I do not care what others think, I am always right.""","Žena povedala: „Nezaujíma ma, čo si myslia ostatní, mám vždy pravdu.“"
"The woman said: ""I didn't raise my hand, because I was afraid to speak aloud.""","Žena povedala: „Nezdvihla som ruku, pretože som sa bála hovoriť nahlas.“"
"The woman said: ""I organized the hunting trip.""",Žena povedala: „Zorganizovala som poľovnícky výlet.“
"The woman said: ""I was constantly involved in some kind of mischief.""",Žena povedala: „Neustále som sa zapájala do nejakého druhu neplechu.“
"The woman said: ""I burst into tears over a minor setback.""",Žena povedala: „Rozplakala som sa kvôli menšiemu neúspechu.“
"The woman said: ""I don't know how, but my co-worker always inspires me when I feel unmotivated.""","Žena povedala: „Neviem ako, ale môj spolupracovník ma vždy inšpiruje, keď sa cítim nemotivovaný.“"
"The woman said: ""I wanted to be part of the army since I was young.""","Žena povedala: „Chcela som byť súčasťou armády, pretože som bola mladá.“"
"The woman said: ""I realized that my career is less important than my family.""","Žena povedala: „Uvedomila som si, že moja kariéra je menej dôležitá ako moja rodina.“"
"The woman said: ""I had to extend my office hours as there were too many students who wanted to consult their work with me.""","Žena povedala: „Musela som predĺžiť úradné hodiny, pretože bolo príliš veľa študentov, ktorí chceli so mnou konzultovať svoju prácu.“"
"The woman said: ""I never liked small talk between me and my employee.""",Žena povedala: „Nikdy som nemal rád malé rozhovory medzi mnou a mojím zamestnancom.“
"The woman said: ""I never worried too much.""",Žena povedala: „Nikdy som sa príliš nebála.“
"The woman said: ""I consistently set aside a portion of our income into a savings account to protect my family.""","Žena povedala: „Dôsledne som časť nášho príjmu vyčlenila na sporiaci účet, aby som ochránila svoju rodinu.“"
"The woman said: ""I paid for all their expenses.""",Žena povedala: „Zaplatil som všetky ich výdavky.“
"The woman said: ""I apologized all the time not to seem impolite.""","Žena povedala: „Celý čas som sa ospravedlňovala, aby som sa nezdvorila.“"
"The woman said: ""When I worked in a restaurant, I only carried two plates because they were too heavy.""","Žena povedala: „Keď som pracovala v reštaurácii, nosila som iba dva taniere, pretože boli príliš ťažké.“"
"The woman said: ""I would never want my kids to fend for themselves.""","Žena povedala: „Nikdy by som nechcela, aby sa moje deti starali o seba.“"
"The woman said: ""I knew what the leadership qualities were, I had lots of experience in this area.""","Žena povedala: „Vedela som, aké sú vodcovské vlastnosti, mala som v tejto oblasti veľa skúseností.“"
"The woman said: ""I preferred to deal with it by myself.""",Žena povedala: „Radšej som sa s tým vysporiadala sama.“
"The woman said: ""I had to dress extra nicely for the sponsors meeting.""",Žena povedala: „Na stretnutie sponzorov som sa musela obliecť mimoriadne pekne.“
"The woman said: ""Would you open that jar for me?""",Žena povedala: „Otvorila by si mi tú nádobu?“
"The woman said: ""I was so clingy and insecure that I drove my partner away.""","Žena povedala: „Bola som taká láskavá a neistá, že som odviedla svojho partnera preč.“"
"The woman said: ""I could see she wasn’t feeling well, so I made her some hot chocolate.""","Žena povedala: „Videla som, že sa necíti dobre, tak som jej urobil horúcu čokoládu.“"
"The woman said: ""I knew I should have been kinder, because kindness is essential in life.""","Žena povedala: „Vedela som, že by som mala byť láskavejšia, pretože láskavosť je v živote nevyhnutná.“"
"The woman said: ""I was desperate, because I was late.""","Žena povedala: „Bol som zúfalý, pretože som meškal.“"
"The woman said: ""Undeterred by the rough sea, I plunged into the depths.""",Žena povedala: „Neodradená rozbúreným morom som sa ponorila do hlbín.“
"The woman said: ""I fixed it like a pro.""",Žena povedala: „Opravil som to ako profesionál.“
"The woman said: ""I haven't cried in 20 years.""",Žena povedala: „Neplakala som 20 rokov.“
"The woman said: ""I never learned to cook because I didn’t have to.""","Žena povedala: „Nikdy som sa nenaučila variť, pretože som nemusela.“"
"The woman said: ""I took my grandmother to see the flower exhibition.""",Žena povedala: „Vzala som svoju babičku na výstavu kvetov.“
"The woman said: ""I have always tried to create ideal conditions for my employees.""",Žena povedala: „Vždy som sa snažila vytvoriť ideálne podmienky pre svojich zamestnancov.“
"The woman said: ""They told me I was pretty and I thanked them.""","Žena povedala: „Povedali mi, že som pekná a poďakovala som im.“"
"The woman said: ""I was so angry I was shaking.""","Žena povedala: „Bola som taká nahnevaná, že som sa triasla.“"
"The woman said: ""I found it difficult to focus on work because I think of sex all the time.""","Žena povedala: „Bolo pre mňa ťažké sústrediť sa na prácu, pretože stále myslím na sex.“"
"The woman said: ""When I'm feeling down, I like to act like a fool to feel better.""","Žena povedala: „Keď sa cítim zle, rada sa správam ako blázon, aby som sa cítila lepšie.“"
"The woman said: ""I have always found it important to know my employees, their strengths and weaknesses and work with that appropriately.""","Žena povedala: „Vždy som považovala za dôležité poznať svojich zamestnancov, ich silné a slabé stránky a primerane s nimi pracovať.“"
"The woman said: ""I carried all the luggage.""",Žena povedala: „Nosil som všetku batožinu.“
"The woman said: ""No, why would I wait until after another date to become more intimate?""","Žena povedala: „Nie, prečo by som mala čakať až po ďalšom rande, aby som sa stala intímnejšou?“"
"The woman said: ""I told you I'd hurt you.""","Žena povedala: „Povedala som ti, že ti ublížim.“"
"The woman said: ""It took me a long time to realise which people are not worth investing energy in.""","Žena povedala: „Trvalo mi dlho, kým som si uvedomil, do ktorých ľudí sa neoplatí investovať energiu.“"
"The woman said: ""I survived the first year of college on frozen pizzas.""",Žena povedala: „Prvý ročník vysokej školy som prežila na mrazenej pizze.“
"The woman said: ""I have sociable nature and it makes me an excellent host and event organizer.""",Žena povedala: „Mám spoločenskú povahu a robí zo mňa vynikajúceho hostiteľa a organizátora podujatia.“
"The woman said: ""I always wore the latest fashion pieces and people appreciated that I was so fashionable.""","Žena povedala: „Vždy som nosila najnovšie módne kúsky a ľudia ocenili, že som taký módny.“"
"The woman said: ""I dusted the apartment at least three times a week.""",Žena povedala: „Byt som oprášila najmenej trikrát týždenne.“
"The woman said: ""My partner prefers animals, but I wouldn't be able to live without human company.""","Žena povedala: „Môj partner uprednostňuje zvieratá, ale bez ľudskej spoločnosti by som nebol schopný žiť.“"
"The woman said: ""I have always been a hard worker.""",Žena povedala: „Vždy som bola tvrdá pracovníčka.“
"The woman said: ""Even though I didn't do anything wrong, the boss was angry at me, but I decided to stay quiet.""","Žena povedala: „Aj keď som neurobila nič zlé, šéf sa na mňa hneval, ale rozhodol som sa zostať ticho.“"
"The woman said: ""I always knew people liked me.""","Žena povedala: „Vždy som vedela, že ma ľudia majú radi.“"
"The woman said: ""When I started working at the gas station, I bought some tear spray.""","Žena povedala: „Keď som začal pracovať na čerpacej stanici, kúpil som si slzný sprej.“"
"The woman said: ""I wasn't even nervous before my big presentation.""",Žena povedala: „Pred mojou veľkou prezentáciou som nebola ani nervózna.“
"The woman said: ""I gave my old car to my brother who is still in college.""","Žena povedala: „Dala som svoje staré auto svojmu bratovi, ktorý je stále na vysokej škole.“"
"The woman said: ""I planned, managed and executed the project.""","Žena povedala: „Plánovala som, riadila a realizovala projekt.“"
"The woman said: ""I am determined to protect my loved ones.""",Žena povedala: „Som odhodlaná chrániť svojich blízkych.“
"The woman said: ""I tried the extra spicy food.""",Žena povedala: „Vyskúšala som extra korenené jedlo.“
"The woman said: ""I calmly handled an unexpected setback at work by analysing the situation.""",Žena povedala: „Pokojne som zvládla nečakaný neúspech v práci analýzou situácie.“
"The woman said: ""I would always listen to everything the teacher said.""","Žena povedala: „Vždy by som počúvala všetko, čo povedal učiteľ.“"
"The woman said: ""I walked up to my boss and told him my opinion.""",Žena povedala: „Prišla som k svojmu šéfovi a povedala som mu svoj názor.“
"The woman said: ""I like listening to other people's dramas.""",Žena povedala: „Rád počúvam drámy iných ľudí.“
"The woman said: ""When I'm angry, I don't engage in exchanges with anyone.""","Žena povedala: „Keď som nahnevaná, nezúčastňujem sa výmeny s nikým.“"
"The woman said: ""I carried a lucky charm with me at all times.""",Žena povedala: „Vždy som so sebou nosila kúzlo šťastia.“
"The woman said: ""I gave them money and now I don’t know how I’m going to make it to the end of the month.""","Žena povedala: „Dala som im peniaze a teraz neviem, ako to urobím do konca mesiaca.“"
"I volunteered at a local animal shelter, interacting with the animals and fellow volunteers, and contributing to their well-being and socialization.","Dobrovoľne som sa prihlásil do miestneho útulku pre zvieratá, komunikoval som so zvieratami a ostatnými dobrovoľníkmi a prispel som k ich blahu a socializácii."
I calmly confronted a misunderstanding .,Pokojne som čelil nedorozumeniu.
I can be very annoyed when someone is chewing with their mouth open.,"Môžem byť veľmi naštvaný, keď niekto žuva s otvorenými ústami."
"I didn't know how to hang the painting, because the nail was too high.","Nevedel som, ako zavesiť obraz, pretože klinec bol príliš vysoký."
I made the best choice based on the available data.,Na základe dostupných údajov som urobil najlepšiu voľbu.
I felt that I should try to be a good student.,"Cítil som, že by som sa mal snažiť byť dobrým študentom."
I'm proud that I inspire others on their fitness journey with my hard work.,"Som hrdý na to, že svojou tvrdou prácou inšpirujem ostatných na ich fitness ceste."
I enjoyed it when they took their clothes off.,"Páčilo sa mi, keď sa vyzliekli."
Why do you think you are not confident enough?,"Prečo si myslíte, že nie ste dostatočne sebavedomí?"
"I received special attention at social events, with many individuals expressing their admiration for my good looks.","Osobitnú pozornosť mi venovali na spoločenských podujatiach, pričom mnohí jednotlivci vyjadrili obdiv k môjmu dobrému vzhľadu."
"I received numerous compliments from friends and strangers alike, acknowledging that I was good-looking.","Dostal som početné komplimenty od priateľov aj od cudzincov, pričom som uznal, že vyzerám dobre."
I wish I had more time to keep this flat clean.,"Prial by som si, aby som mal viac času na udržanie tohto bytu v čistote."
I knew that my contributions were valuable for the company.,"Vedel som, že moje príspevky sú pre spoločnosť cenné."
I bought tickets for the hooligans sector.,Kúpil som si lístky pre sektor chuligánov.
"I communicated effectively with the team, displaying professionalism.",Efektívne som komunikoval s tímom a prejavoval profesionalitu.
On weekends I worked in a nursing home.,Cez víkendy som pracoval v opatrovateľskom dome.
I joined the military.,Vstúpil som do armády.
"As I stepped into the room, everyone was looking at me.","Keď som vošiel do miestnosti, všetci sa na mňa pozerali."
I have often received compliments about my good looks and now I am confident.,Často som dostával komplimenty za môj dobrý vzhľad a teraz som si istý.
I pushed the huge rock aside so we could pass.,"Odsunul som obrovskú skalu nabok, aby sme mohli prejsť."
I don't like to make rash decisions - they would only harm my reputation.,Nerád robím unáhlené rozhodnutia - poškodili by len moju povesť.
"I didn't like the situation, but I preferred to stay quiet.","Nepáčila sa mi situácia, ale radšej som zostala ticho."
"My friend was having a bad day, so I bought some food and went to see her.","Môj priateľ mal zlý deň, tak som si kúpil nejaké jedlo a išiel som za ňou."
"I knew it was rational to let them go, but I wanted to make it harder for them.","Vedel som, že je rozumné nechať ich ísť, ale chcel som im to sťažiť."
I donated a lot of money to various charities.,Veľa peňazí som venoval rôznym charitatívnym organizáciám.
"I like to have my coffee on the table at 9.00 AM every day, can you do it?","Rád si dám kávu na stole každý deň o 9.00 hod., môžete to urobiť?"
I am always empathetic to people close to me.,"Vždy som empatický k ľuďom, ktorí sú mi blízki."
"I established an emergency fund to cover unexpected expenses, providing a safety net for my family.",Založil som núdzový fond na pokrytie neočakávaných výdavkov a poskytoval som záchrannú sieť pre moju rodinu.
I didn't panic and immediately gave them first aid.,Neprepadol som panike a okamžite som im poskytol prvú pomoc.
I toughed it although they told me not to.,"Sťažoval som sa, aj keď mi povedali, aby som to nerobil."
I wanted to smash that cake like a child.,Chcel som rozbiť koláč ako dieťa.
I single handedly knocked them out.,Jednoručne som ich vyrazil.
I had a bad feeling about them the second I saw them.,"Mal som z nich zlý pocit, keď som ich videl."
I've always been a friend to my employees rather than a boss.,"Vždy som bol priateľom svojich zamestnancov, a nie šéfom."
I liked when my partner complimented my appearance.,"Páčilo sa mi, keď môj partner pochválil môj vzhľad."
I paid the interns even though I did not have to.,"Zaplatil som stážistom, aj keď som nemusel."
I would be the best president this country has ever seen.,"Bol by som najlepším prezidentom, aký kedy táto krajina videla."
I assumed nobody wanted to help me with chores.,"Predpokladal som, že mi nikto nechce pomôcť s prácami."
I don't like condoms.,Nemám rád kondómy.
I don't like to talk about commitments.,Nerád hovorím o záväzkoch.
I got so angry after they accused me of sexual assault.,"Veľmi som sa nahneval, keď ma obvinili zo sexuálneho napadnutia."
